Date,Value,Day of week,Percent change
2014-04-01,1879.9,1,
2014-04-02,1888.48,2,0.46
2014-04-03,1888.22,3,-0.01
2014-04-04,1880.27,4,-0.42
2014-04-07,1852.76,0,-1.46
2014-04-08,1846.22,1,-0.35
2014-04-09,1862.41,2,0.88
2014-04-10,1851.7,3,-0.58
2014-04-11,1824.72,4,-1.46
2014-04-14,1825.0,0,0.02
2014-04-15,1830.16,1,0.28
2014-04-16,1854.16,2,1.31
2014-04-17,1863.18,3,0.49
2014-04-21,1867.54,0,0.23
2014-04-22,1878.73,1,0.6
2014-04-23,1876.83,2,-0.1
2014-04-24,1877.15,3,0.02
2014-04-25,1868.71,4,-0.45
2014-04-28,1863.81,0,-0.26
2014-04-29,1875.69,1,0.64
2014-04-30,1878.95,2,0.17
2014-05-01,1883.32,3,0.23
2014-05-02,1884.92,4,0.08
2014-05-05,1876.14,0,-0.47
2014-05-06,1875.7,1,-0.02
2014-05-07,1869.31,2,-0.34
2014-05-08,1879.56,3,0.55
2014-05-09,1872.8,4,-0.36
2014-05-12,1888.58,0,0.84
2014-05-13,1899.12,1,0.56
2014-05-14,1891.45,2,-0.4
2014-05-15,1875.26,3,-0.86
2014-05-16,1871.55,4,-0.2
2014-05-19,1879.21,0,0.41
2014-05-20,1876.51,1,-0.14
2014-05-21,1881.07,2,0.24
2014-05-22,1890.86,3,0.52
2014-05-23,1897.29,4,0.34
2014-05-27,1907.14,1,0.52
2014-05-28,1910.88,2,0.2
2014-05-29,1914.92,3,0.21
2014-05-30,1920.34,4,0.28
2014-06-02,1920.93,0,0.03
2014-06-03,1921.93,1,0.05
2014-06-04,1923.62,2,0.09
2014-06-05,1932.34,3,0.45
2014-06-06,1945.93,4,0.7
2014-06-09,1951.36,0,0.28
2014-06-10,1947.75,1,-0.18
2014-06-11,1944.72,2,-0.16
