Date,Value,Day of week,Percent change
2014-06-12,1934.56,3,-0.52
2014-06-13,1932.5,4,-0.11
2014-06-16,1936.03,0,0.18
2014-06-17,1938.62,1,0.13
2014-06-18,1948.52,2,0.51
2014-06-19,1956.06,3,0.39
2014-06-20,1961.54,4,0.28
2014-06-23,1961.32,0,-0.01
2014-06-24,1958.26,1,-0.16
2014-06-25,1954.16,2,-0.21
2014-06-26,1952.29,3,-0.1
2014-06-27,1956.82,4,0.23
2014-06-30,1961.23,0,0.23
2014-07-01,1970.44,1,0.47
2014-07-02,1974.62,2,0.21
2014-07-03,1980.74,3,0.31
2014-07-07,1979.55,0,-0.06
2014-07-08,1967.93,1,-0.59
2014-07-09,1969.62,2,0.09
2014-07-10,1961.35,3,-0.42
2014-07-11,1964.15,4,0.14
2014-07-14,1974.86,0,0.55
2014-07-15,1973.93,1,-0.05
2014-07-16,1979.8,2,0.3
2014-07-17,1968.7,3,-0.56
2014-07-18,1970.36,4,0.08
2014-07-21,1971.35,0,0.05
2014-07-22,1980.95,1,0.49
2014-07-23,1985.84,2,0.25
2014-07-24,1988.59,3,0.14
2014-07-25,1979.48,4,-0.46
2014-07-28,1974.42,0,-0.26
2014-07-29,1977.4,1,0.15
2014-07-30,1970.66,2,-0.34
2014-07-31,1947.91,3,-1.15
2014-08-01,1926.86,4,-1.08
2014-08-04,1932.06,0,0.27
2014-08-05,1925.05,1,-0.36
2014-08-06,1919.68,2,-0.28
2014-08-07,1916.84,3,-0.15
2014-08-08,1920.7,4,0.2
2014-08-11,1939.16,0,0.96
2014-08-12,1933.97,1,-0.27
2014-08-13,1942.0,2,0.42
2014-08-14,1951.32,3,0.48
2014-08-15,1952.77,4,0.07
2014-08-18,1965.18,0,0.64
2014-08-19,1977.65,1,0.63
2014-08-20,1983.12,2,0.28
2014-08-21,1990.79,3,0.39
2014-08-22,1989.15,4,-0.08
2014-08-25,1996.84,0,0.39
2014-08-26,2001.82,1,0.25
2014-08-27,1999.17,2,-0.13
2014-08-28,1994.54,3,-0.23
2014-08-29,1999.02,4,0.22
2014-09-02,2000.48,1,0.07
2014-09-03,2003.71,2,0.16
2014-09-04,2001.86,3,-0.09
2014-09-05,1998.9,4,-0.15
2014-09-08,2001.38,0,0.12
2014-09-09,1992.81,1,-0.43
2014-09-10,1989.82,2,-0.15
2014-09-11,1991.79,3,0.1
2014-09-12,1988.5,4,-0.17
2014-09-15,1982.83,0,-0.29
2014-09-16,1990.67,1,0.4
2014-09-17,2002.02,2,0.57
2014-09-18,2007.7,3,0.28
2014-09-19,2012.92,4,0.26
2014-09-22,2000.04,0,-0.64
2014-09-23,1989.09,1,-0.55
2014-09-24,1989.21,2,0.01
2014-09-25,1981.66,3,-0.38
2014-09-26,1976.3,4,-0.27
2014-09-29,1972.66,0,-0.18
2014-09-30,1977.06,1,0.22
2014-10-01,1956.58,2,-1.04
2014-10-02,1939.18,3,-0.89
2014-10-03,1959.66,4,1.06
2014-10-06,1968.14,0,0.43
2014-10-07,1948.61,1,-0.99
2014-10-08,1947.8,2,-0.04
2014-10-09,1947.62,3,-0.01
2014-10-10,1921.52,4,-1.34
2014-10-13,1893.12,0,-1.48
2014-10-14,1885.25,1,-0.42
2014-10-15,1847.42,2,-2.01
2014-10-16,1855.52,3,0.44
2014-10-17,1881.54,4,1.4
2014-10-20,1893.66,0,0.64
2014-10-21,1925.92,1,1.7
2014-10-22,1938.07,2,0.63
2014-10-23,1946.48,3,0.43
2014-10-24,1955.77,4,0.48
2014-10-27,1958.0,0,0.11
2014-10-28,1974.6,1,0.85
2014-10-29,1980.22,2,0.28
2014-10-30,1987.08,3,0.35
2014-10-31,2009.7,4,1.14
2014-11-03,2019.07,0,0.47
2014-11-04,2008.5,1,-0.52
2014-11-05,2019.1,2,0.53
2014-11-06,2023.74,3,0.23
2014-11-07,2029.66,4,0.29
2014-11-10,2034.44,0,0.24
2014-11-11,2038.28,1,0.19
2014-11-12,2036.14,2,-0.1
2014-11-13,2038.31,3,0.11
2014-11-14,2038.71,4,0.02
2014-11-17,2038.76,0,0.0
2014-11-18,2048.78,1,0.49
2014-11-19,2046.26,2,-0.12
2014-11-20,2047.16,3,0.04
2014-11-21,2064.1,4,0.83
2014-11-24,2067.62,0,0.17
2014-11-25,2069.48,1,0.09
2014-11-26,2069.96,2,0.02
2014-11-28,2070.41,4,0.02
2014-12-01,2057.68,0,-0.61
2014-12-02,2061.27,1,0.17
2014-12-03,2071.46,2,0.49
2014-12-04,2069.84,3,-0.08
2014-12-05,2075.14,4,0.26
2014-12-08,2065.02,0,-0.49
2014-12-09,2047.38,1,-0.85
2014-12-10,2041.56,2,-0.28
2014-12-11,2041.72,3,0.01
2014-12-12,2017.29,4,-1.2
2014-12-15,2000.48,0,-0.83
2014-12-16,1994.72,1,-0.29
2014-12-17,1995.26,2,0.03
2014-12-18,2040.1,3,2.25
2014-12-19,2069.44,4,1.44
2014-12-22,2074.02,0,0.22
2014-12-23,2083.25,1,0.45
2014-12-24,2084.71,2,0.07
2014-12-26,2088.5,4,0.18
2014-12-29,2089.65,0,0.06
2014-12-30,2084.01,1,-0.27
2014-12-31,2071.76,2,-0.59
2015-01-02,2059.2,4,-0.61
2015-01-05,2035.89,0,-1.13
2015-01-06,2011.34,1,-1.21
2015-01-07,2017.58,2,0.31
2015-01-08,2047.34,3,1.48
2015-01-09,2051.38,4,0.2
2015-01-12,2035.94,0,-0.75
2015-01-13,2032.59,1,-0.16
2015-01-14,2003.42,2,-1.44
2015-01-15,2006.41,3,0.15
2015-01-16,2004.29,4,-0.11
2015-01-20,2016.72,1,0.62
2015-01-21,2025.16,2,0.42
2015-01-22,2045.5,3,1.0
2015-01-23,2056.76,4,0.55
2015-01-26,2049.3,0,-0.36
2015-01-27,2033.88,1,-0.75
2015-01-28,2021.99,2,-0.58
2015-01-29,2006.91,3,-0.75
2015-01-30,2008.35,4,0.07
2015-02-02,2001.28,0,-0.35
2015-02-03,2036.5,1,1.76
2015-02-04,2045.73,2,0.45
2015-02-05,2053.5,3,0.38
2015-02-06,2061.18,4,0.37
2015-02-09,2049.02,0,-0.59
2015-02-10,2059.74,1,0.52
2015-02-11,2065.73,2,0.29
2015-02-12,2079.26,3,0.65
2015-02-13,2091.86,4,0.61
2015-02-17,2095.55,1,0.18
2015-02-18,2096.19,2,0.03
2015-02-19,2096.46,3,0.01
2015-02-20,2098.02,4,0.07
2015-02-23,2106.52,0,0.41
2015-02-24,2111.9,1,0.26
2015-02-25,2114.74,2,0.13
2015-02-26,2108.84,3,-0.28
2015-02-27,2108.24,4,-0.03
2015-03-02,2111.01,0,0.13
2015-03-03,2107.01,1,-0.19
2015-03-04,2097.67,2,-0.44
2015-03-05,2099.73,3,0.1
2015-03-06,2084.09,4,-0.74
2015-03-09,2077.85,0,-0.3
2015-03-10,2060.15,1,-0.85
2015-03-11,2044.88,2,-0.74
2015-03-12,2053.76,3,0.43
2015-03-13,2052.86,4,-0.04
2015-03-16,2068.38,0,0.76
2015-03-17,2072.84,1,0.22
2015-03-18,2084.04,2,0.54
2015-03-19,2092.12,3,0.39
2015-03-20,2102.12,4,0.48
2015-03-23,2109.64,0,0.36
2015-03-24,2099.56,1,-0.48
2015-03-25,2079.24,2,-0.97
2015-03-26,2056.32,3,-1.1
2015-03-27,2057.9,4,0.08
2015-03-30,2076.54,0,0.91
2015-03-31,2075.54,1,-0.05
2015-04-01,2058.0,2,-0.85
2015-04-02,2064.74,3,0.33
2015-04-06,2071.76,0,0.34
2015-04-07,2082.96,1,0.54
2015-04-08,2080.0,2,-0.14
2015-04-09,2083.8,3,0.18
2015-04-10,2097.06,4,0.64
2015-04-13,2099.99,0,0.14
2015-04-14,2090.93,1,-0.43
2015-04-15,2104.86,2,0.67
2015-04-16,2105.66,3,0.04
2015-04-17,2087.48,4,-0.86
2015-04-20,2094.02,0,0.31
2015-04-21,2102.01,1,0.38
2015-04-22,2100.52,2,-0.07
2015-04-23,2111.84,3,0.54
2015-04-24,2116.86,4,0.24
2015-04-27,2116.48,0,-0.02
2015-04-28,2105.49,1,-0.52
2015-04-29,2105.53,2,0.0
2015-04-30,2091.56,3,-0.66
2015-05-01,2097.9,4,0.3
2015-05-04,2115.59,0,0.84
2015-05-05,2101.85,1,-0.65
2015-05-06,2083.18,2,-0.89
2015-05-07,2083.94,3,0.04
2015-05-08,2104.9,4,1.01
2015-05-11,2111.14,0,0.3
2015-05-12,2095.32,1,-0.75
2015-05-13,2103.11,2,0.37
2015-05-14,2110.94,3,0.37
2015-05-15,2120.34,4,0.45
2015-05-18,2125.9,0,0.26
2015-05-19,2128.76,1,0.13
2015-05-20,2128.65,2,-0.01
2015-05-21,2128.61,3,-0.0
2015-05-22,2129.1,4,0.02
2015-05-26,2112.26,1,-0.79
2015-05-27,2115.68,2,0.16
2015-05-28,2117.56,3,0.09
2015-05-29,2112.77,4,-0.23
2015-06-01,2110.85,0,-0.09
2015-06-02,2108.36,1,-0.12
2015-06-03,2115.77,2,0.35
2015-06-04,2103.06,3,-0.6
2015-06-05,2093.33,4,-0.46
2015-06-08,2086.06,0,-0.35
2015-06-09,2078.88,1,-0.34
2015-06-10,2094.81,2,0.77
2015-06-11,2110.63,3,0.76
2015-06-12,2099.38,4,-0.53
2015-06-15,2081.92,0,-0.83
2015-06-16,2089.75,1,0.38
2015-06-17,2097.82,2,0.39
2015-06-18,2114.11,3,0.78
2015-06-19,2115.54,4,0.07
2015-06-22,2121.18,0,0.27
2015-06-23,2123.96,1,0.13
2015-06-24,2116.84,2,-0.34
2015-06-25,2108.91,3,-0.37
2015-06-26,2102.15,4,-0.32
2015-06-29,2077.64,0,-1.17
2015-06-30,2065.3,1,-0.59
2015-07-01,2074.89,2,0.46
2015-07-02,2078.04,3,0.15
2015-07-06,2068.5,0,-0.46
2015-07-07,2063.88,1,-0.22
2015-07-08,2061.16,2,-0.13
2015-07-09,2062.0,3,0.04
2015-07-10,2067.02,4,0.24
2015-07-13,2090.35,0,1.13
2015-07-14,2105.08,1,0.7
2015-07-15,2108.31,2,0.15
2015-07-16,2117.48,3,0.43
2015-07-17,2124.4,4,0.33
2015-07-20,2128.24,0,0.18
2015-07-21,2121.94,1,-0.3
2015-07-22,2114.26,2,-0.36
2015-07-23,2107.75,3,-0.31
2015-07-24,2091.55,4,-0.77
2015-07-27,2070.86,0,-0.99
2015-07-28,2082.35,1,0.55
2015-07-29,2102.34,2,0.96
2015-07-30,2102.72,3,0.02
2015-07-31,2108.15,4,0.26
2015-08-03,2096.5,0,-0.55
2015-08-04,2095.56,1,-0.04
2015-08-05,2103.96,2,0.4
2015-08-06,2089.43,3,-0.69
2015-08-07,2075.26,4,-0.68
2015-08-10,2093.16,0,0.86
2015-08-11,2089.57,1,-0.17
2015-08-12,2070.57,2,-0.91
2015-08-13,2085.6,3,0.73
2015-08-14,2086.53,4,0.04
2015-08-17,2091.08,0,0.22
2015-08-18,2098.8,1,0.37
2015-08-19,2083.35,2,-0.74
2015-08-20,2056.17,3,-1.3
2015-08-21,2002.48,4,-2.61
2015-08-24,1916.08,0,-4.31
2015-08-25,1907.56,1,-0.44
2015-08-26,1907.92,2,0.02
2015-08-27,1966.18,3,3.05
2015-08-28,1984.34,4,0.92
2015-08-31,1976.36,0,-0.4
2015-09-01,1936.58,1,-2.01
2015-09-02,1932.72,2,-0.2
2015-09-03,1959.86,3,1.4
2015-09-04,1929.48,4,-1.55
2015-09-08,1948.86,1,1.0
2015-09-09,1963.26,2,0.74
2015-09-10,1951.24,3,-0.61
2015-09-11,1950.12,4,-0.06
2015-09-14,1955.66,0,0.28
2015-09-15,1968.74,1,0.67
2015-09-16,1987.6,2,0.96
2015-09-17,2003.8,3,0.82
2015-09-18,1971.56,4,-1.61
2015-09-21,1967.72,0,-0.19
2015-09-22,1945.3,1,-1.14
2015-09-23,1941.04,2,-0.22
2015-09-24,1923.04,3,-0.93
2015-09-25,1937.2,4,0.74
2015-09-28,1904.2,0,-1.7
2015-09-29,1885.7,1,-0.97
2015-09-30,1903.84,2,0.96
2015-10-01,1913.96,3,0.53
2015-10-02,1922.53,4,0.45
2015-10-05,1971.75,0,2.56
2015-10-06,1981.8,1,0.51
2015-10-07,1987.88,2,0.31
2015-10-08,2002.02,3,0.71
2015-10-09,2013.87,4,0.59
2015-10-12,2014.6,0,0.04
2015-10-13,2012.06,1,-0.13
2015-10-14,2000.14,2,-0.59
2015-10-15,2010.31,3,0.51
2015-10-16,2027.0,4,0.83
2015-10-19,2028.38,0,0.07
2015-10-20,2032.86,1,0.22
2015-10-21,2027.6,2,-0.26
2015-10-22,2038.54,3,0.54
2015-10-23,2068.96,4,1.49
2015-10-26,2070.84,0,0.09
2015-10-27,2064.6,1,-0.3
2015-10-28,2076.73,2,0.59
2015-10-29,2087.57,3,0.52
2015-10-30,2086.83,4,-0.04
2015-11-02,2093.48,0,0.32
2015-11-03,2107.0,1,0.65
2015-11-04,2105.78,2,-0.06
2015-11-05,2099.6,3,-0.29
2015-11-06,2092.82,4,-0.32
2015-11-09,2082.4,0,-0.5
2015-11-10,2076.79,1,-0.27
2015-11-11,2080.9,2,0.2
2015-11-12,2058.98,3,-1.05
2015-11-13,2033.33,4,-1.25
2015-11-16,2036.3,0,0.15
2015-11-17,2056.3,1,0.98
2015-11-18,2068.65,2,0.6
2015-11-19,2082.75,3,0.68
2015-11-20,2089.94,4,0.35
2015-11-23,2088.5,0,-0.07
2015-11-24,2082.2,1,-0.3
2015-11-25,2089.65,2,0.36
2015-11-27,2088.71,4,-0.04
2015-11-30,2087.11,0,-0.08
2015-12-01,2093.15,1,0.29
2015-12-02,2090.69,2,-0.12
2015-12-03,2063.68,3,-1.29
2015-12-04,2072.54,4,0.43
2015-12-07,2078.6,0,0.29
2015-12-08,2063.08,1,-0.75
2015-12-09,2058.43,2,-0.23
2015-12-10,2056.66,3,-0.09
2015-12-11,2028.04,4,-1.39
2015-12-14,2008.09,0,-0.98
2015-12-15,2039.71,1,1.57
2015-12-16,2059.57,2,0.97
2015-12-17,2059.02,3,-0.03
2015-12-18,2023.07,4,-1.75
2015-12-21,2014.42,0,-0.43
2015-12-22,2031.62,1,0.85
2015-12-23,2053.46,2,1.08
2015-12-24,2063.04,3,0.47
2015-12-28,2050.98,0,-0.58
2015-12-29,2071.05,1,0.98
2015-12-30,2069.65,2,-0.07
2015-12-31,2053.08,3,-0.8
2016-01-04,2013.94,0,-1.91
2016-01-05,2013.06,1,-0.04
2016-01-06,1995.38,2,-0.88
2016-01-07,1962.07,3,-1.67
2016-01-08,1939.43,4,-1.15
2016-01-11,1918.38,0,-1.09
2016-01-12,1930.86,1,0.65
2016-01-13,1918.37,2,-0.65
2016-01-14,1906.7,3,-0.61
2016-01-15,1887.26,4,-1.02
2016-01-19,1883.02,1,-0.22
2016-01-20,1844.24,2,-2.06
2016-01-21,1869.42,3,1.37
2016-01-22,1893.12,4,1.27
2016-01-25,1891.12,0,-0.11
2016-01-26,1892.76,1,0.09
2016-01-27,1894.84,2,0.11
2016-01-28,1888.3,3,-0.35
2016-01-29,1917.12,4,1.53
2016-02-01,1933.75,0,0.87
2016-02-02,1916.28,1,-0.9
2016-02-03,1895.12,2,-1.1
2016-02-04,1913.94,3,0.99
2016-02-05,1892.86,4,-1.1
2016-02-08,1850.86,0,-2.22
2016-02-09,1851.6,1,0.04
2016-02-10,1865.96,2,0.78
2016-02-11,1828.55,3,-2.0
2016-02-12,1849.09,4,1.12
2016-02-16,1883.6,1,1.87
2016-02-17,1914.74,2,1.65
2016-02-18,1922.54,3,0.41
2016-02-19,1910.48,4,-0.63
2016-02-22,1935.57,0,1.31
2016-02-23,1930.91,1,-0.24
2016-02-24,1911.54,2,-1.0
2016-02-25,1938.62,3,1.42
2016-02-26,1954.37,4,0.81
2016-02-29,1945.04,0,-0.48
2016-03-01,1957.72,1,0.65
2016-03-02,1977.66,2,1.02
2016-03-03,1985.53,3,0.4
2016-03-04,1997.95,4,0.63
2016-03-07,1997.75,0,-0.01
2016-03-08,1987.16,1,-0.53
2016-03-09,1986.26,2,-0.05
2016-03-10,1987.16,3,0.05
2016-03-11,2008.54,4,1.08
2016-03-14,2018.31,0,0.49
2016-03-15,2010.58,1,-0.38
2016-03-16,2021.03,2,0.52
2016-03-17,2034.2,3,0.65
2016-03-18,2046.76,4,0.62
2016-03-21,2048.52,0,0.09
2016-03-22,2048.58,1,0.0
2016-03-23,2041.7,2,-0.34
2016-03-24,2029.26,3,-0.61
2016-03-28,2037.32,0,0.4
2016-03-29,2042.11,1,0.24
2016-03-30,2065.24,2,1.13
2016-03-31,2062.69,3,-0.12
2016-04-01,2059.52,4,-0.15
2016-04-04,2068.3,0,0.43
2016-04-05,2052.53,1,-0.76
2016-04-06,2055.21,2,0.13
2016-04-07,2048.41,3,-0.33
2016-04-08,2051.16,4,0.13
2016-04-11,2052.4,0,0.06
2016-04-12,2052.4,1,0.0
2016-04-13,2074.55,2,1.08
2016-04-14,2082.98,3,0.41
2016-04-15,2079.76,4,-0.15
2016-04-18,2084.15,0,0.21
2016-04-19,2097.86,1,0.66
2016-04-20,2103.69,2,0.28
2016-04-21,2096.15,3,-0.36
2016-04-22,2087.76,4,-0.4
2016-04-25,2083.44,0,-0.21
2016-04-26,2091.34,1,0.38
2016-04-27,2091.1,2,-0.01
2016-04-28,2085.46,3,-0.27
2016-04-29,2063.06,4,-1.07
2016-05-02,2074.77,0,0.57
2016-05-03,2066.04,1,-0.42
2016-05-04,2052.93,2,-0.63
2016-05-05,2053.0,3,0.0
2016-05-06,2048.58,4,-0.22
2016-05-09,2059.23,0,0.52
2016-05-10,2073.75,1,0.71
2016-05-11,2073.88,2,0.01
2016-05-12,2063.56,3,-0.5
2016-05-13,2054.96,4,-0.42
2016-05-16,2059.2,0,0.21
2016-05-17,2053.26,1,-0.29
2016-05-18,2047.55,2,-0.28
2016-05-19,2035.06,3,-0.61
2016-05-20,2050.11,4,0.74
2016-05-23,2051.42,0,0.06
2016-05-24,2066.16,1,0.72
2016-05-25,2086.83,2,1.0
2016-05-26,2090.69,3,0.18
2016-05-27,2094.56,4,0.19
2016-05-31,2096.07,1,0.07
2016-06-01,2093.04,2,-0.14
2016-06-02,2096.93,3,0.19
2016-06-03,2094.72,4,-0.11
2016-06-06,2107.1,0,0.59
2016-06-07,2114.7,1,0.36
2016-06-08,2116.63,2,0.09
2016-06-09,2112.68,3,-0.19
2016-06-10,2099.77,4,-0.61
2016-06-13,2088.29,0,-0.55
2016-06-14,2072.7,1,-0.75
2016-06-15,2077.73,2,0.24
2016-06-16,2065.0,3,-0.61
2016-06-17,2070.52,4,0.27
2016-06-20,2088.12,0,0.85
2016-06-21,2088.34,1,0.01
2016-06-22,2092.04,2,0.18
2016-06-23,2103.06,3,0.53
2016-06-24,2068.19,4,-1.66
2016-06-27,2011.56,0,-2.74
2016-06-28,2021.38,1,0.49
2016-06-29,2057.91,2,1.81
2016-06-30,2084.47,3,1.29
2016-07-01,2103.31,4,0.9
2016-07-05,2087.96,1,-0.73
2016-07-06,2087.37,2,-0.03
2016-07-07,2099.23,3,0.57
2016-07-08,2119.34,4,0.96
2016-07-11,2137.44,0,0.85
2016-07-12,2147.45,1,0.47
2016-07-13,2151.33,2,0.18
2016-07-14,2163.44,3,0.56
2016-07-15,2162.42,4,-0.05
2016-07-18,2163.99,0,0.07
2016-07-19,2161.82,1,-0.1
2016-07-20,2170.26,2,0.39
2016-07-21,2167.15,3,-0.14
2016-07-22,2169.18,4,0.09
2016-07-25,2167.83,0,-0.06
2016-07-26,2166.86,1,-0.04
2016-07-27,2167.02,2,0.01
2016-07-28,2166.3,3,-0.03
2016-07-29,2170.29,4,0.18
2016-08-01,2172.25,0,0.09
2016-08-02,2158.89,1,-0.62
2016-08-03,2158.18,2,-0.03
2016-08-04,2163.63,3,0.25
2016-08-05,2175.83,4,0.56
2016-08-08,2181.64,0,0.27
2016-08-09,2183.14,1,0.07
2016-08-10,2177.7,2,-0.25
2016-08-11,2183.21,3,0.25
2016-08-12,2182.85,4,-0.02
2016-08-15,2189.94,0,0.32
2016-08-16,2182.19,1,-0.35
2016-08-17,2175.79,2,-0.29
2016-08-18,2183.74,3,0.37
2016-08-19,2180.06,4,-0.17
2016-08-22,2180.56,0,0.02
2016-08-23,2190.11,1,0.44
2016-08-24,2178.96,2,-0.51
2016-08-25,2174.37,3,-0.21
2016-08-26,2174.16,4,-0.01
2016-08-29,2176.84,0,0.12
2016-08-30,2176.34,1,-0.02
2016-08-31,2167.57,2,-0.4
2016-09-01,2165.32,3,-0.1
2016-09-02,2179.23,4,0.64
2016-09-06,2180.84,1,0.07
2016-09-07,2183.47,2,0.12
2016-09-08,2181.22,3,-0.1
2016-09-09,2148.44,4,-1.5
2016-09-12,2141.21,0,-0.34
2016-09-13,2135.37,1,-0.27
2016-09-14,2130.61,2,-0.22
2016-09-15,2136.84,3,0.29
2016-09-16,2138.84,4,0.09
2016-09-19,2144.76,0,0.28
2016-09-20,2144.98,1,0.01
2016-09-21,2152.34,2,0.34
2016-09-22,2175.46,3,1.07
2016-09-23,2168.86,4,-0.3
2016-09-26,2151.79,0,-0.79
2016-09-27,2151.34,1,-0.02
2016-09-28,2162.1,2,0.5
2016-09-29,2158.94,3,-0.15
2016-09-30,2165.91,4,0.32
2016-10-03,2159.59,0,-0.29
2016-10-04,2154.74,1,-0.22
2016-10-05,2159.55,2,0.22
2016-10-06,2156.6,3,-0.14
2016-10-07,2155.36,4,-0.06
2016-10-10,2165.0,0,0.45
2016-10-11,2145.2,1,-0.91
2016-10-12,2139.06,2,-0.29
2016-10-13,2126.46,3,-0.59
2016-10-14,2141.08,4,0.69
2016-10-17,2130.02,0,-0.52
2016-10-18,2139.94,1,0.47
2016-10-19,2143.3,2,0.16
2016-10-20,2140.31,3,-0.14
2016-10-21,2136.36,4,-0.18
2016-10-24,2150.85,0,0.68
2016-10-25,2146.68,1,-0.19
2016-10-26,2138.66,2,-0.37
2016-10-27,2139.82,3,0.05
2016-10-28,2130.04,4,-0.46
2016-10-31,2129.39,0,-0.03
2016-11-01,2114.65,1,-0.69
2016-11-02,2102.88,2,-0.56
2016-11-03,2093.9,3,-0.43
2016-11-04,2091.43,4,-0.12
2016-11-07,2116.3,0,1.19
2016-11-08,2135.22,1,0.89
2016-11-09,2147.72,2,0.59
2016-11-10,2166.74,3,0.89
2016-11-11,2159.2,4,-0.35
2016-11-14,2163.72,0,0.21
2016-11-15,2173.61,1,0.46
2016-11-16,2175.71,2,0.1
2016-11-17,2182.36,3,0.31
2016-11-18,2185.14,4,0.13
2016-11-21,2192.56,0,0.34
2016-11-22,2199.66,1,0.32
2016-11-23,2199.61,2,-0.0
2016-11-25,2209.81,4,0.46
2016-11-28,2205.75,0,-0.18
2016-11-29,2204.31,1,-0.07
2016-11-30,2206.46,2,0.1
2016-12-01,2195.02,3,-0.52
2016-12-02,2193.16,4,-0.08
2016-12-05,2204.69,0,0.53
2016-12-06,2207.5,1,0.13
2016-12-07,2225.28,2,0.81
2016-12-08,2244.63,3,0.87
2016-12-09,2254.52,4,0.44
2016-12-12,2258.2,0,0.16
2016-12-13,2270.43,1,0.54
2016-12-14,2262.32,2,-0.36
2016-12-15,2262.94,3,0.03
2016-12-16,2261.14,4,-0.08
2016-12-19,2262.84,0,0.08
2016-12-20,2269.35,1,0.29
2016-12-21,2268.19,2,-0.05
2016-12-22,2259.63,3,-0.38
2016-12-23,2261.32,4,0.07
2016-12-27,2269.98,1,0.38
2016-12-28,2260.21,2,-0.43
2016-12-29,2249.54,3,-0.47
2016-12-30,2243.6,4,-0.26
2017-01-03,2254.5,1,0.49
2017-01-04,2267.21,2,0.56
2017-01-05,2265.98,3,-0.05
2017-01-06,2273.08,4,0.31
2017-01-09,2272.19,0,-0.04
2017-01-10,2272.27,1,0.0
2017-01-11,2268.07,2,-0.18
2017-01-12,2263.02,3,-0.22
2017-01-13,2275.1,4,0.53
2017-01-17,2267.44,1,-0.34
2017-01-18,2267.68,2,0.01
2017-01-19,2266.37,3,-0.06
2017-01-20,2270.98,4,0.2
2017-01-23,2264.4,0,-0.29
2017-01-24,2275.65,1,0.5
2017-01-25,2294.22,2,0.82
2017-01-26,2297.54,3,0.14
2017-01-27,2295.32,4,-0.1
2017-01-30,2277.02,0,-0.8
2017-01-31,2273.15,1,-0.17
2017-02-01,2280.79,2,0.34
2017-02-02,2277.81,3,-0.13
2017-02-03,2293.1,4,0.67
2017-02-06,2292.38,0,-0.03
2017-02-07,2294.78,1,0.1
2017-02-08,2290.64,2,-0.18
2017-02-09,2303.85,3,0.58
2017-02-10,2315.16,4,0.49
2017-02-13,2326.5,0,0.49
2017-02-14,2329.88,1,0.15
2017-02-15,2343.06,2,0.57
2017-02-16,2345.09,3,0.09
2017-02-17,2345.37,4,0.01
2017-02-21,2360.81,1,0.66
2017-02-22,2361.74,2,0.04
2017-02-23,2361.68,3,-0.0
2017-02-24,2360.1,4,-0.07
2017-02-27,2366.7,0,0.28
2017-02-28,2363.38,1,-0.14
2017-03-01,2390.56,2,1.15
2017-03-02,2387.46,3,-0.13
2017-03-03,2379.64,4,-0.33
2017-03-06,2373.39,0,-0.26
2017-03-07,2370.32,1,-0.13
2017-03-08,2367.05,2,-0.14
2017-03-09,2361.81,3,-0.22
2017-03-10,2369.95,4,0.34
2017-03-13,2371.47,0,0.06
2017-03-14,2363.36,1,-0.34
2017-03-15,2379.48,2,0.68
2017-03-16,2382.64,3,0.13
2017-03-17,2381.68,4,-0.04
2017-03-20,2374.6,0,-0.3
2017-03-21,2361.92,1,-0.53
2017-03-22,2344.13,2,-0.75
2017-03-23,2350.52,3,0.27
2017-03-24,2345.98,4,-0.19
2017-03-27,2333.57,0,-0.53
2017-03-28,2350.7,1,0.73
2017-03-29,2358.15,2,0.32
2017-03-30,2364.5,3,0.27
2017-03-31,2366.48,4,0.08
2017-04-03,2355.3,0,-0.47
2017-04-04,2355.62,1,0.01
2017-04-05,2364.44,2,0.37
2017-04-06,2356.53,3,-0.33
2017-04-07,2357.25,4,0.03
2017-04-10,2358.94,0,0.07
2017-04-11,2346.23,1,-0.54
2017-04-12,2346.95,2,0.03
2017-04-13,2338.6,3,-0.36
2017-04-17,2340.82,0,0.09
2017-04-18,2341.44,1,0.03
2017-04-19,2343.84,2,0.1
2017-04-20,2351.14,3,0.31
2017-04-21,2350.35,4,-0.03
2017-04-24,2373.08,0,0.97
2017-04-25,2386.82,1,0.58
2017-04-26,2392.46,2,0.24
2017-04-27,2387.39,3,-0.21
2017-04-28,2388.02,4,0.03
2017-05-01,2389.66,0,0.07
2017-05-02,2389.38,1,-0.01
2017-05-03,2384.78,2,-0.19
2017-05-04,2385.89,3,0.05
2017-05-05,2394.34,4,0.35
2017-05-08,2397.64,0,0.14
2017-05-09,2398.15,1,0.02
2017-05-10,2396.26,2,-0.08
2017-05-11,2388.73,3,-0.31
2017-05-12,2389.82,4,0.05
2017-05-15,2399.0,0,0.38
2017-05-16,2400.91,1,0.08
2017-05-17,2370.54,2,-1.26
2017-05-18,2364.23,3,-0.27
2017-05-19,2379.74,4,0.66
2017-05-22,2391.19,0,0.48
2017-05-23,2397.36,1,0.26
2017-05-24,2401.78,2,0.18
2017-05-25,2413.36,3,0.48
2017-05-26,2414.44,4,0.04
2017-05-30,2412.35,1,-0.09
2017-05-31,2409.79,2,-0.11
2017-06-01,2421.8,3,0.5
2017-06-02,2433.97,4,0.5
2017-06-05,2436.94,0,0.12
2017-06-06,2432.16,1,-0.2
2017-06-07,2430.02,2,-0.09
2017-06-08,2433.6,3,0.15
2017-06-09,2430.95,4,-0.11
2017-06-12,2425.18,0,-0.24
2017-06-13,2436.39,1,0.46
2017-06-14,2436.04,2,-0.01
